Participant Information
Name,
Age,
Sex,
Dominant Hand,
Date,2025-02-03_09h00.38.695

Force,Timestamp
0.21729278564453125,2025-02-03 09:00:39.479447
0.14354705810546875,2025-02-03 09:00:39.493435
0.21729278564453125,2025-02-03 09:00:39.500603
0.202545166015625,2025-02-03 09:00:39.507499
0.571258544921875,2025-02-03 09:00:39.517979
0.2910308837890625,2025-02-03 09:00:39.527953
0.0698089599609375,2025-02-03 09:00:39.534961
0.0698089599609375,2025-02-03 09:00:39.561182
-0.06292724609375,2025-02-03 09:00:39.661087
1.2939300537109375,2025-02-03 09:00:39.760854
1.8101272583007812,2025-02-03 09:00:39.861285
1.0432052612304688,2025-02-03 09:00:39.961145
1.0579605102539062,2025-02-03 09:00:40.061122
1.470916748046875,2025-02-03 09:00:40.161087
2.164093017578125,2025-02-03 09:00:40.260821
3.6684417724609375,2025-02-03 09:00:40.361691
6.559150695800781,2025-02-03 09:00:40.462060
9.051651000976562,2025-02-03 09:00:40.560772
10.069297790527344,2025-02-03 09:00:40.661277
10.688735961914062,2025-02-03 09:00:40.761099
12.016098022460938,2025-02-03 09:00:40.861207
11.868614196777344,2025-02-03 09:00:40.961589
12.384811401367188,2025-02-03 09:00:41.061009
11.780120849609375,2025-02-03 09:00:41.161087
9.464607238769531,2025-02-03 09:00:41.261429
4.081398010253906,2025-02-03 09:00:41.361547
2.0166091918945312,2025-02-03 09:00:41.460649
1.16119384765625,2025-02-03 09:00:41.561648
0.939971923828125,2025-02-03 09:00:41.661091
1.16119384765625,2025-02-03 09:00:41.760703
1.2791824340820312,2025-02-03 09:00:41.861695
1.426666259765625,2025-02-03 09:00:41.961191
1.5004119873046875,2025-02-03 09:00:42.060899
1.7511367797851562,2025-02-03 09:00:42.161013
2.4885635375976562,2025-02-03 09:00:42.260695
3.7716827392578125,2025-02-03 09:00:42.361321
5.084297180175781,2025-02-03 09:00:42.461566
6.028205871582031,2025-02-03 09:00:42.560759
6.0429534912109375,2025-02-03 09:00:42.661088
6.662391662597656,2025-02-03 09:00:42.760692
7.532554626464844,2025-02-03 09:00:42.860801
7.857017517089844,2025-02-03 09:00:42.961145
8.579696655273438,2025-02-03 09:00:43.061274
9.051651000976562,2025-02-03 09:00:43.161087
10.025047302246094,2025-02-03 09:00:43.260666
12.222579956054688,2025-02-03 09:00:43.360738
13.992401123046875,2025-02-03 09:00:43.461732
14.611839294433594,2025-02-03 09:00:43.561294
15.6884765625,2025-02-03 09:00:43.661087
16.248916625976562,2025-02-03 09:00:43.760803
16.647132873535156,2025-02-03 09:00:43.861087
17.399307250976562,2025-02-03 09:00:43.961562
18.564437866210938,2025-02-03 09:00:44.061095
20.363754272460938,2025-02-03 09:00:44.161348
22.059829711914062,2025-02-03 09:00:44.261333
22.915245056152344,2025-02-03 09:00:44.361442
23.844398498535156,2025-02-03 09:00:44.461077
24.84729766845703,2025-02-03 09:00:44.561187
25.525733947753906,2025-02-03 09:00:44.661087
27.133323669433594,2025-02-03 09:00:44.761381
29.094871520996094,2025-02-03 09:00:44.860870
30.70246124267578,2025-02-03 09:00:44.961179
33.180213928222656,2025-02-03 09:00:45.061011
35.392478942871094,2025-02-03 09:00:45.161092
36.43962860107422,2025-02-03 09:00:45.261140
37.25080108642578,2025-02-03 09:00:45.361117
37.17705535888672,2025-02-03 09:00:45.461089
36.64611053466797,2025-02-03 09:00:45.561007
36.80834197998047,2025-02-03 09:00:45.661088
37.796485900878906,2025-02-03 09:00:45.761313
39.197593688964844,2025-02-03 09:00:45.862058
40.08251190185547,2025-02-03 09:00:45.961582
40.15625762939453,2025-02-03 09:00:46.061375
41.10015106201172,2025-02-03 09:00:46.161087
42.884727478027344,2025-02-03 09:00:46.261156
44.507057189941406,2025-02-03 09:00:46.361088
44.81678009033203,2025-02-03 09:00:46.461088
46.05565643310547,2025-02-03 09:00:46.561268
48.06145477294922,2025-02-03 09:00:46.660957
48.607139587402344,2025-02-03 09:00:46.761095
48.739891052246094,2025-02-03 09:00:46.861676
49.344566345214844,2025-02-03 09:00:46.961592
50.244224548339844,2025-02-03 09:00:47.061181
51.20288848876953,2025-02-03 09:00:47.161088
52.707237243652344,2025-02-03 09:00:47.260622
53.960853576660156,2025-02-03 09:00:47.361088
54.93425750732422,2025-02-03 09:00:47.461531
55.30297088623047,2025-02-03 09:00:47.561214
56.43860626220703,2025-02-03 09:00:47.661088
57.47100067138672,2025-02-03 09:00:47.760712
57.75122833251953,2025-02-03 09:00:47.861172
59.01959991455078,2025-02-03 09:00:47.961571
59.88976287841797,2025-02-03 09:00:48.061384
60.302711486816406,2025-02-03 09:00:48.161088
60.671424865722656,2025-02-03 09:00:48.261145
59.99298858642578,2025-02-03 09:00:48.361721
60.12572479248047,2025-02-03 09:00:48.460879
60.77466583251953,2025-02-03 09:00:48.561548
61.497337341308594,2025-02-03 09:00:48.661691
61.246620178222656,2025-02-03 09:00:48.760489
61.23186492919922,2025-02-03 09:00:48.861092
61.792320251464844,2025-02-03 09:00:48.960642
63.23766326904297,2025-02-03 09:00:49.061236
41.940818786621094,2025-02-03 09:00:49.161088
8.387962341308594,2025-02-03 09:00:49.261526
2.4885635375976562,2025-02-03 09:00:49.361502
1.7511367797851562,2025-02-03 09:00:49.461088
0.7629852294921875,2025-02-03 09:00:49.561287
-0.09243011474609375,2025-02-03 09:00:49.660690
-0.5496292114257812,2025-02-03 09:00:49.760843
-0.431640625,2025-02-03 09:00:49.861649
-1.0363311767578125,2025-02-03 09:00:49.961517
-0.534881591796875,2025-02-03 09:00:50.060730
-0.44638824462890625,2025-02-03 09:00:50.161088
-0.31365203857421875,2025-02-03 09:00:50.261348
0.9104690551757812,2025-02-03 09:00:50.361344
1.426666259765625,2025-02-03 09:00:50.461290
2.4590682983398438,2025-02-03 09:00:50.561209
2.7097930908203125,2025-02-03 09:00:50.661088
2.267333984375,2025-02-03 09:00:50.761227
2.0461044311523438,2025-02-03 09:00:50.861088
1.839630126953125,2025-02-03 09:00:50.961649
1.6184005737304688,2025-02-03 09:00:51.061073
0.27628326416015625,2025-02-03 09:00:51.161191
-0.31365203857421875,2025-02-03 09:00:51.261123
-0.003936767578125,2025-02-03 09:00:51.361088
1.0137100219726562,2025-02-03 09:00:51.461088
1.470916748046875,2025-02-03 09:00:51.561458
1.5889053344726562,2025-02-03 09:00:51.660829
2.6212997436523438,2025-02-03 09:00:51.761279
13.1517333984375,2025-02-03 09:00:51.861088
17.502540588378906,2025-02-03 09:00:51.961716
16.661880493164062,2025-02-03 09:00:52.061287
14.862564086914062,2025-02-03 09:00:52.161088
13.638435363769531,2025-02-03 09:00:52.260997
10.069297790527344,2025-02-03 09:00:52.361638
8.904167175292969,2025-02-03 09:00:52.461089
10.098793029785156,2025-02-03 09:00:52.561369
11.042694091796875,2025-02-03 09:00:52.661088
11.632637023925781,2025-02-03 09:00:52.761521
12.5765380859375,2025-02-03 09:00:52.861091
12.502799987792969,2025-02-03 09:00:52.961096
12.5765380859375,2025-02-03 09:00:53.060784
13.195976257324219,2025-02-03 09:00:53.160763
14.464347839355469,2025-02-03 09:00:53.261018
14.759323120117188,2025-02-03 09:00:53.361306
14.877311706542969,2025-02-03 09:00:53.461088
15.010047912597656,2025-02-03 09:00:53.561256
15.142784118652344,2025-02-03 09:00:53.661113
15.89495849609375,2025-02-03 09:00:53.761572
16.529144287109375,2025-02-03 09:00:53.860661
16.927352905273438,2025-02-03 09:00:53.961264
16.95684814453125,2025-02-03 09:00:54.060698
17.310813903808594,2025-02-03 09:00:54.161172
19.021636962890625,2025-02-03 09:00:54.261118
19.596832275390625,2025-02-03 09:00:54.361479
19.301864624023438,2025-02-03 09:00:54.461685
19.641075134277344,2025-02-03 09:00:54.561736
20.201522827148438,2025-02-03 09:00:54.661118
20.702972412109375,2025-02-03 09:00:54.761734
21.927093505859375,2025-02-03 09:00:54.860698
23.357704162597656,2025-02-03 09:00:54.961137
23.534683227539062,2025-02-03 09:00:55.060768
23.770660400390625,2025-02-03 09:00:55.161369
24.109878540039062,2025-02-03 09:00:55.261014
24.832550048828125,2025-02-03 09:00:55.360989
25.643722534179688,2025-02-03 09:00:55.461147
26.69086456298828,2025-02-03 09:00:55.561633
27.14806365966797,2025-02-03 09:00:55.661183
27.54627227783203,2025-02-03 09:00:55.761407
28.342689514160156,2025-02-03 09:00:55.861597
29.36034393310547,2025-02-03 09:00:55.961146
30.33374786376953,2025-02-03 09:00:56.060899
31.02692413330078,2025-02-03 09:00:56.161146
31.27765655517578,2025-02-03 09:00:56.260909
31.425132751464844,2025-02-03 09:00:56.361118
31.262901306152344,2025-02-03 09:00:56.461089
30.90894317626953,2025-02-03 09:00:56.561093
31.056419372558594,2025-02-03 09:00:56.661325
31.616859436035156,2025-02-03 09:00:56.761398
32.192054748535156,2025-02-03 09:00:56.861089
33.19495391845703,2025-02-03 09:00:56.960795
34.360084533691406,2025-02-03 09:00:57.061671
