Participant Information
Name,
Age,
Sex,
Dominant Hand,
Date,2025-02-12_14h12.35.384

Force,Timestamp
-0.7856063842773438,2025-02-12 14:12:35.553125
-0.7856063842773438,2025-02-12 14:12:35.653054
-0.8740997314453125,2025-02-12 14:12:35.753260
-0.8740997314453125,2025-02-12 14:12:35.853363
-0.903594970703125,2025-02-12 14:12:35.955496
-1.0215835571289062,2025-02-12 14:12:36.053391
-1.110076904296875,2025-02-12 14:12:36.153587
-0.7561111450195312,2025-02-12 14:12:36.253456
-0.7708587646484375,2025-02-12 14:12:36.353206
-0.7856063842773438,2025-02-12 14:12:36.452917
-0.7561111450195312,2025-02-12 14:12:36.553686
-0.80035400390625,2025-02-12 14:12:36.653614
-0.7856063842773438,2025-02-12 14:12:36.753280
-0.7561111450195312,2025-02-12 14:12:36.853435
-0.7856063842773438,2025-02-12 14:12:36.953574
-0.8298492431640625,2025-02-12 14:12:37.053375
-0.7856063842773438,2025-02-12 14:12:37.152863
-0.7708587646484375,2025-02-12 14:12:37.253203
-0.7856063842773438,2025-02-12 14:12:37.353060
