Participant Information
Name,
Age,
Sex,
Dominant Hand,
Date,2025-02-03_08h57.06.558

Force,Timestamp
-0.80035400390625,2025-02-03 08:57:07.638515
-0.63812255859375,2025-02-03 08:57:07.650323
-0.6086273193359375,2025-02-03 08:57:07.657622
-0.5791244506835938,2025-02-03 08:57:07.664061
-0.6086273193359375,2025-02-03 08:57:07.671012
-0.5643768310546875,2025-02-03 08:57:07.678158
-0.534881591796875,2025-02-03 08:57:07.684901
-0.5791244506835938,2025-02-03 08:57:07.691850
-0.5791244506835938,2025-02-03 08:57:07.699002
-0.5938720703125,2025-02-03 08:57:07.705742
-0.5938720703125,2025-02-03 08:57:07.726620
-0.534881591796875,2025-02-03 08:57:07.826092
-0.6233749389648438,2025-02-03 08:57:07.926248
-0.5643768310546875,2025-02-03 08:57:08.026062
-0.63812255859375,2025-02-03 08:57:08.126314
-0.5791244506835938,2025-02-03 08:57:08.226094
